"","ID","Gender","Education","Offences","IntRate","Income","DTI","LoanAmt","HistLen","Utilisation","Age","EmpStatus","HomeOwn","Purpose","default"
"3939",45847,"Male","Degree",2,18.75,133782,2.17,94866,31.77,101.52,54.5,"Salaried","Rent","Vehicle",1
"5771",62604,"Male","Grade 12",0,30.75,7442,0.25,22082,17.59,67.36,44.3,"Unemployed","Rent","Other",1
"5194",57309,"Female","Grade 12",1,17.75,592534,1.4,994554,7.33,32.37,35.2,"Salaried","Mortgage","Vehicle",0
"5529",60384,"Male","Degree",0,23.75,1017511,1.42,855971,15.37,58.46,38.1,"Self-employed","Rent","Other",0
"4195",47916,"Male","Grade 12",0,21.75,123174,1.19,251789,29.6,98.3,55,"Salaried","Rent","Other",0
"949",18747,"Male","Degree",0,29.75,5182,0.36,4072,27.32,95.82,51.7,"Unemployed","Rent","Debt_consolidation",0
"74",10705,"Male","No records",0,22.75,855123,2.34,1827948,7.3,30.94,35.8,"Contract","Own","Debt_consolidation",1
"3585",42799,"Female","No records",2,21.75,615387,1.71,2122739,13.96,51.47,38.6,"Salaried","Rent","Other",0
"9869",98785,"Female","Grade 12",0,35,2956,0.47,7234,37.55,120.18,70.2,"Unemployed","Rent","Debt_consolidation",1
"5143",56778,"Female","Diploma",0,19.25,666532,1.44,1169870,12.74,45.37,46.8,"Salaried","Own","Debt_consolidation",1
"2728",34729,"Female","Diploma",4,23.25,2186134,1.65,3595660,38.74,120.49,70.6,"Self-employed","Mortgage","Debt_consolidation",1
"9399",94429,"Female","Grade 12",0,25.25,1304671,1.52,4748013,4.03,20.76,27.3,"Self-employed","Rent","Other",0
"6176",66360,"Male","Grade 12",1,17.75,433400,1.5,416418,27.53,93.58,50.4,"Salaried","Mortgage","Vehicle",0
"6849",72099,"Male","Grade 12",0,21.75,163744,2.08,166367,35.05,116.29,63.1,"Contract","Mortgage","Home_improvement",1
"9011",91149,"Female","Degree",2,25.75,1108021,1.69,2445841,2.63,11.49,25.8,"Contract","Rent","Vehicle",1
"987",19076,"Male","Degree",2,23.25,366253,2.08,323816,33.77,110.67,68.7,"Salaried","Rent","Other",0
"984",19055,"Male","Diploma",0,18.75,245107,1.61,842673,17.66,59.07,44.9,"Salaried","Rent","Vehicle",1
"7641",78717,"Male","Diploma",0,19.25,380025,0.86,985374,21.29,76.09,45.4,"Salaried","Own","Debt_consolidation",0
"4465",50482,"Female","Degree",0,20.25,656896,1.51,1898730,18.71,65.2,53.3,"Contract","Mortgage","Home_improvement",1
"1519",23827,"Female","Grade 12",1,35,3369,0.46,8115,0.63,12.25,24.3,"Unemployed","Rent","Debt_consolidation",0
"980",19026,"Male","Diploma",0,16.75,562964,1.42,1599710,27.51,97.29,59.3,"Salaried","Mortgage","Home_improvement",1
"4664",52432,"Male","Diploma",1,23.25,1164393,1.2,944156,2.75,21.13,31.4,"Self-employed","Mortgage","Vehicle",0
"1297",21797,"Female","Diploma",0,23.75,1994115,2.07,6008941,29.77,100.94,52,"Self-employed","Rent","Other",1
"1213",20978,"Female","Grade 12",1,20.75,593436,1.58,1451432,31.33,100.21,65.4,"Salaried","Own","Debt_consolidation",1
"9680",97267,"Female","Diploma",0,23.25,1383708,2.34,4979642,8.28,37.92,35.4,"Contract","Mortgage","Debt_consolidation",1
"9610",96615,"Male","No records",0,21.75,274658,1.66,682787,9.46,35.27,31.5,"Salaried","Rent","Other",0
"9524",95774,"Female","Grade 12",2,17.75,275607,1.19,641769,13.5,50.48,42.6,"Salaried","Mortgage","Vehicle",0
"2115",29093,"Female","Diploma",0,20.25,1910380,1.79,6374199,37.1,120.63,62.5,"Self-employed","Mortgage","Home_improvement",1
"8789",89126,"Female","Degree",0,21.25,336370,2.48,364929,21.24,69.86,49,"Contract","Mortgage","Vehicle",1
"3201",39380,"Female","Grade 12",1,18.25,409128,1.52,1311214,5.56,27.61,33.6,"Salaried","Mortgage","Home_improvement",0
"8508",86674,"Female","Diploma",1,22.75,1831329,1.61,5629619,3.49,20.54,36.7,"Self-employed","Own","Debt_consolidation",1
"505",14674,"Male","Grade 12",0,14.25,150689,1.53,83090,26.03,86.04,50.4,"Salaried","Mortgage","Home_improvement",0
"1466",23299,"Male","Diploma",2,15.25,179886,1.37,109861,27.54,94.88,58.9,"Salaried","Mortgage","Vehicle",0
"1364",22366,"Male","Grade 12",1,19.25,311821,1.3,965234,4.28,23.81,38.4,"Salaried","Mortgage","Vehicle",0
"7640",78713,"Female","Diploma",0,21.25,2520584,1.81,6889781,36.01,124.35,60.9,"Self-employed","Mortgage","Vehicle",1
"1328",22025,"Female","Grade 12",1,18.25,298055,1.62,211632,38.74,122.43,61.6,"Salaried","Mortgage","Home_improvement",0
"5710",62121,"Female","Diploma",0,23.75,1795649,2.13,3486164,18.85,64.4,49,"Self-employed","Rent","Other",0
"8852",89727,"Female","Degree",2,23.75,653079,1.25,1732468,5.24,24.67,35.9,"Contract","Rent","Vehicle",1
"4420",50127,"Female","Grade 12",0,22.25,1406445,1.57,2610292,2.03,16.63,29.4,"Self-employed","Mortgage","Home_improvement",0
"4410",50024,"Female","Grade 12",2,17.75,608133,1.48,2093318,24.21,85.42,49.1,"Salaried","Mortgage","Vehicle",0
"6262",66987,"Male","Grade 12",2,18.75,550425,1.69,557329,30.89,101.57,56.7,"Salaried","Rent","Vehicle",1
"2112",29062,"Female","Degree",3,19.25,629267,1.83,2188079,37.33,120.3,63.1,"Salaried","Mortgage","Vehicle",0
"5819",63091,"Female","Grade 12",2,25.25,410153.5,1.76,13057247,35.53,112.29,66.4,"Self-employed","Rent","Other",1
"1659",25043,"Male","Diploma",0,18.75,188777,1.81,588170,15.68,57.79,46.7,"Salaried","Rent","Vehicle",0
"7076",74006,"Male","Diploma",0,17.75,373000,1.44,461196,23.25,78.91,57.9,"Salaried","Mortgage","Vehicle",0
"3017",37673,"Female","Degree",1,23.75,2222108,2.22,3205839,26.61,91.53,59.9,"Self-employed","Rent","Other",1
"9650",96958,"Male","Grade 12",0,19.75,2550678,0.9,1931853,12.69,50.02,41.6,"Self-employed","Mortgage","Vehicle",0
"2566",33228,"Female","Grade 12",2,22.25,833612,1.04,2633792,32.56,103.48,59.3,"Contract","Rent","Vehicle",1
"4202",47981,"Female","Diploma",2,20.25,3274099,1.37,10225837,4.63,24.49,27.4,"Self-employed","Mortgage","Home_improvement",0
"1902",27092,"Male","Grade 12",0,20.75,182116,1.69,319436,6.96,28.6,40,"Salaried","Own","Debt_consolidation",1
"4168",47674,"Male","Grade 12",0,19.25,199257,1.84,496042,24.73,82.91,51.9,"Salaried","Own","Debt_consolidation",0
"8457",86252,"Male","Diploma",0,23.25,602980,1.55,1798427,2.34,17.11,31.9,"Self-employed","Mortgage","Vehicle",0
"1748",25766,"Female","Diploma",0,21.75,501849,1.87,1215788,24.37,84.34,52.4,"Salaried","Rent","Other",0
"1678",25150,"Male","Diploma",0,22.75,759013,1.69,1270802,16.32,58.03,39.6,"Contract","Own","Debt_consolidation",1
"4386",49754,"Male","Diploma",0,15.75,1244358,1.49,409691,25.94,86.7,49.5,"Self-employed","Mortgage","Vehicle",1
"5659",61624,"Male","Diploma",0,17.75,351073,1.65,299572,22.58,77.21,50.4,"Salaried","Mortgage","Vehicle",0
"6502",69035,"Male","No records",0,20.75,456087,1.49,607698,5.43,19.3,35.4,"Salaried","Own","Debt_consolidation",1
"9550",96032,"Female","Grade 12",0,21.75,869986,1.31,685795,18.63,60.29,51,"Self-employed","Mortgage","Debt_consolidation",1
"8157",83626,"Female","Diploma",0,21.75,143207,1.36,379629,7.01,23.66,41.1,"Salaried","Rent","Other",0
"1009",19296,"Female","Grade 12",0,23.75,2239042,1.34,8383063,16.76,53.96,41.3,"Self-employed","Rent","Other",1
"4762",53374,"Female","Grade 12",0,23.25,455756,1.35,355469,38.33,129.82,65.3,"Salaried","Rent","Other",1
"5728",62291,"Female","Grade 12",2,18.75,213501,1.44,349402,13.94,52.98,40.2,"Salaried","Rent","Vehicle",1
"9196",92753,"Male","Diploma",0,25.25,1480169,1.71,3727146,3.96,20.87,32.9,"Self-employed","Rent","Other",0
"8713",88519,"Female","Grade 12",0,19.25,432709,1.33,972326,13.99,54.37,37.4,"Salaried","Own","Debt_consolidation",0
"5169",57061,"Female","Degree",2,20.75,361144,1.39,934839,6.73,31.94,38.4,"Salaried","Own","Debt_consolidation",0
"1152",20501,"Female","Diploma",1,18.75,2141890,2.02,2844113,11.68,47.46,36.1,"Self-employed","Mortgage","Home_improvement",1
"4341",49334,"Male","Degree",0,19.25,576680,1.64,401554,38.84,125.05,64,"Salaried","Mortgage","Vehicle",0
"4323",49166,"Female","Grade 12",2,20.25,319794,1.26,802912,2.49,20.04,32.6,"Salaried","Mortgage","Home_improvement",0
"6146",66093,"Female","Diploma",2,19.25,603240,1.86,432138,39.27,126.89,61.7,"Salaried","Mortgage","Vehicle",1
"4469",50498,"Female","No records",3,20.25,432310,1.63,904330,36.52,118.54,70.1,"Salaried","Rent","Vehicle",0
"5592",60971,"Male","Diploma",2,13.75,197120,1.36,65208,24.75,80.58,59.4,"Salaried","Mortgage","Vehicle",1
"6994",73279,"Female","Diploma",0,25.25,468968,2.14,962202,33.18,111.11,65.1,"Self-employed","Rent","Other",1
"5730",62305,"Female","Grade 12",0,20.25,402712,1.53,1490175,13.04,48.92,43.5,"Contract","Mortgage","Home_improvement",1
"3912",45648,"Male","Diploma",1,22.25,328455,1.32,814544,1.35,12.92,31.7,"Salaried","Rent","Vehicle",0
"1106",20159,"Female","No records",3,18.25,135540,1.46,250023,34.96,116.71,63.8,"Salaried","Mortgage","Home_improvement",1
"6947",72899,"Female","Grade 12",1,23.75,2498551,2.37,9007913,8.79,33.1,36.1,"Self-employed","Rent","Other",0
"896",18271,"Male","Diploma",3,23.75,2861828,1.82,10295550,29.84,101.39,54.7,"Self-employed","Rent","Other",1
"9891",99041,"Male","Grade 12",2,17.75,188006,1.89,686268,12.62,41.89,38.2,"Salaried","Mortgage","Vehicle",1
"1718",25545,"Female","No records",1,25.25,1063361,2.08,1638621,28.84,94.64,62.7,"Self-employed","Rent","Other",1
"5567",60732,"Female","Diploma",1,22.75,1640412,2.47,925965,2.33,21.58,27,"Self-employed","Mortgage","Debt_consolidation",1
"5816",63047,"Female","Grade 12",0,25.25,848161,1.28,1557584,17.2,63.26,44.1,"Contract","Rent","Other",0
"1149",20490,"Female","Diploma",3,27.25,3348,0.36,1902,32.27,104.19,58.4,"Unemployed","Rent","Debt_consolidation",0
"7261",75363,"Male","Grade 12",3,17.75,225768,1.84,67913,16.53,61.98,51.5,"Salaried","Rent","Other",0
"2844",35780,"Male","Diploma",1,23.75,510025,1.9,1074654,9.61,35.64,41.8,"Self-employed","Rent","Other",0
"7306",75699,"Male","Grade 12",0,21.75,179480,1.58,647118,8.12,34.7,31.2,"Salaried","Rent","Other",1
"4449",50355,"Male","Degree",1,16.75,258054,1.81,412665,22.24,82.24,49.1,"Salaried","Mortgage","Home_improvement",0
"2423",31918,"Female","Degree",0,19.25,312976,1.7,840514,29.89,100.94,58.2,"Salaried","Own","Debt_consolidation",1
"4551",51338,"Male","Degree",1,23.75,1213249,2.01,4015857,22.77,77.29,48.6,"Self-employed","Rent","Other",1
"3654",43309,"Female","Grade 12",2,26.25,666891,1.98,487202,1.8,14.32,25.5,"Contract","Own","Debt_consolidation",1
"2315",31020,"Female","Diploma",0,17.75,229777,1.33,467548,22.65,77.13,54.8,"Salaried","Mortgage","Vehicle",1
"2018",28086,"Female","No records",2,18.25,476519,1.72,1539802,32.32,110.91,60.5,"Salaried","Mortgage","Home_improvement",0
"2036",28291,"Female","Diploma",0,18.25,641849,1.44,797037,3.28,18.23,29,"Salaried","Mortgage","Home_improvement",0
"2587",33382,"Female","Degree",0,17.75,438572,1.72,1454713,7.21,28.73,38.1,"Salaried","Mortgage","Vehicle",0
"6370",67837,"Male","Grade 12",1,20.25,316979,1.36,1177207,39.42,127.53,73.3,"Salaried","Rent","Vehicle",0
"7540",77777,"Female","Postgrad",2,23.75,510452,1.3,1520203,1.5,14.79,30.4,"Contract","Mortgage","Home_improvement",0
"244",12301,"Female","Diploma",0,20.25,169294,1.95,513370,3.75,16.88,28,"Salaried","Rent","Vehicle",1
"3630",43179,"Male","No records",0,25.25,181648,1.15,425646,23.85,77.87,52,"Contract","Rent","Other",1
"448",14145,"Female","Grade 12",2,19.25,129417,1.8,376429,26.12,85.23,55.8,"Salaried","Own","Debt_consolidation",1
"1847",26624,"Female","Degree",0,18.25,425757,1.31,644369,5.77,28.16,29.7,"Salaried","Mortgage","Home_improvement",0
"8459",86265,"Female","No records",1,19.75,343845,2.14,293849,7.06,28.7,38.6,"Self-employed","Mortgage","Vehicle",1
"36",10284,"Male","Diploma",1,17.75,368626,1.05,200009,1.14,15.8,35.5,"Salaried","Mortgage","Home_improvement",0
"6885",72386,"Male","Grade 12",0,22.25,779910,1.88,1161192,10.17,42.32,34,"Contract","Rent","Vehicle",1
"7104",74246,"Female","No records",2,15.75,670159,1.28,370808,3.06,14.41,25.1,"Salaried","Mortgage","Home_improvement",0
"5536",60468,"Female","Grade 12",2,21.75,207538,1.2,292154,16.52,53.97,50.3,"Salaried","Rent","Other",0
"7375",76290,"Female","Diploma",0,15.25,445911,2.02,140110,10.48,42.35,43,"Salaried","Own","Debt_consolidation",0
"1158",20534,"Female","No records",0,19.25,621189,1.22,1408538,14.13,53.04,38,"Salaried","Own","Debt_consolidation",0
"235",12200,"Female","Grade 12",0,31.75,5350,0.56,1693,23.77,86.25,56.9,"Unemployed","Rent","Debt_consolidation",1
"621",15711,"Female","Postgrad",2,20.75,347294,1.66,1228583,30.73,95.23,61.2,"Salaried","Own","Debt_consolidation",1
"840",17753,"Male","Grade 12",0,16.75,384260,2.04,806566,18.85,59.4,42.5,"Salaried","Mortgage","Home_improvement",1
"6418",68215,"Female","Grade 12",2,22.25,566280,1.66,946863,1.06,13.8,26.3,"Salaried","Rent","Vehicle",0
"3272",40132,"Male","Grade 12",0,14.25,539930,1.31,252728,34.07,112.52,56.1,"Salaried","Mortgage","Home_improvement",1
"3117",38584,"Male","Degree",1,18.25,378855,1.66,898257,30.99,98.63,64.4,"Salaried","Mortgage","Home_improvement",1
"5357",58659,"Male","Postgrad",0,19.25,330610,1.58,651586,39.72,131.46,71.1,"Salaried","Mortgage","Vehicle",1
"5037",55737,"Male","Grade 12",0,18.75,509375,1.63,1747933,25.95,82.39,58.8,"Salaried","Rent","Vehicle",1
"7972",81840,"Female","Diploma",0,20.25,355060,1.67,758578,37.42,123.99,72.3,"Salaried","Rent","Vehicle",0
"5945",64236,"Female","Degree",0,18.75,2345650,1.42,6495105,32.92,107.7,59.7,"Self-employed","Mortgage","Home_improvement",0
"859",17914,"Male","Diploma",0,35,4928,0.56,14082,39.31,125.83,69.6,"Unemployed","Rent","Debt_consolidation",1
"4820",53920,"Female","Grade 12",1,24.25,549634,1.39,1925074,0.52,11.13,23,"Salaried","Own","Debt_consolidation",1
"8173",83745,"Male","No records",3,27.25,1277866,2.21,2009525,2.1,17.24,36.1,"Self-employed","Rent","Other",1
"9705",97450,"Male","Diploma",0,20.25,430686,1.77,696357,35.99,119.43,63.8,"Salaried","Rent","Vehicle",1
"1988",27858,"Male","Postgrad",0,21.25,1079593,1.78,2313871,6.77,30.99,39.6,"Self-employed","Mortgage","Vehicle",0
"6854",72151,"Male","Diploma",0,18.75,2798536,2.17,9334755,29.39,96.52,58.2,"Self-employed","Mortgage","Home_improvement",1
"9292",93741,"Female","Grade 12",0,17.75,330135,1.4,677190,8.73,35.65,40.2,"Salaried","Mortgage","Vehicle",0
"5632",61407,"Male","Grade 12",1,18.75,520323,0.93,1913819,18.64,71.07,45.2,"Salaried","Rent","Vehicle",0
"4836",54066,"Female","Grade 12",0,21.75,402351,1.79,537014,14.73,51.76,39.1,"Salaried","Rent","Other",0
"8464",86354,"Female","No records",3,20.25,70733,1.16,58387,35.61,110.18,60.2,"Salaried","Rent","Vehicle",0
"6006",64807,"Female","No records",1,19.25,130391,2.17,333743,35.64,116.6,69.2,"Salaried","Mortgage","Vehicle",1
"6505",69094,"Male","No records",0,19.25,233682,2.15,671503,33.91,112.13,66.6,"Salaried","Mortgage","Vehicle",0
"3617",43099,"Female","Diploma",0,19.25,390760,1.61,1274278,31.42,103.77,60.3,"Salaried","Mortgage","Vehicle",1
"3171",39104,"Male","Degree",0,18.75,120673,1.52,287981,18.2,64.79,52.2,"Salaried","Rent","Vehicle",0
"3485",41929,"Female","Degree",0,20.25,464164,1.41,1680564,33.63,106.35,62.8,"Salaried","Rent","Vehicle",0
"3011",37626,"Female","Degree",1,35,4777,0.6,11704,0.54,13.93,34,"Unemployed","Mortgage","Debt_consolidation",1
"942",18683,"Female","Diploma",0,19.25,708709,1.38,413964,0.62,8.29,22.8,"Salaried","Mortgage","Home_improvement",1
"213",12016,"Male","Degree",1,18.75,343443,1.17,475077,17.43,65.13,50.3,"Salaried","Rent","Vehicle",0
"950",18754,"Male","Grade 12",1,22.75,1147112,2.21,2151666,17.57,60.72,46,"Contract","Own","Debt_consolidation",1
"393",13647,"Male","Grade 12",1,16.75,256708,1.62,969172,15.61,56.59,48,"Salaried","Mortgage","Home_improvement",0
"1828",26443,"Female","Grade 12",2,18.75,658281,1.78,2385696,20.68,70.68,54.7,"Salaried","Rent","Vehicle",0
"6503",69073,"Female","Diploma",0,32.25,3484,0.42,2999,22.11,78.12,52.6,"Unemployed","Rent","Debt_consolidation",1
"2578",33311,"Male","Grade 12",1,18.75,2240507,2.17,4354087,11.31,45.04,39.9,"Self-employed","Mortgage","Home_improvement",0
"7811",80399,"Female","Grade 12",1,18.75,139029,1.36,282269,27.74,92.08,59.6,"Salaried","Rent","Vehicle",0
"4024",46502,"Female","Grade 12",0,32.25,6355,0.33,9276,37.32,121.52,63.6,"Unemployed","Rent","Other",1
"2073",28701,"Male","Diploma",0,27.25,260140,1.05,674116,0.88,12.11,24.8,"Contract","Rent","Vehicle",0
"6056",65285,"Female","Grade 12",0,33.25,1417,0.4,3319,22.38,78.79,49.1,"Unemployed","Rent","Other",1
"2616",33645,"Female","Grade 12",2,24.25,473959,1.24,443733,34.02,114.6,60.9,"Contract","Own","Debt_consolidation",1
"9021",91215,"Female","Grade 12",3,16.75,314482,1.51,1108412,23.92,85.86,47.8,"Salaried","Mortgage","Home_improvement",1
"2874",36251,"Male","No records",0,19.25,205240,1.72,483481,38.04,122.2,61.3,"Salaried","Mortgage","Vehicle",0
"8046",82569,"Male","Postgrad",0,17.75,528071,1.07,508013,19.64,71.34,44.1,"Salaried","Mortgage","Vehicle",0
"8886",90007,"Male","Grade 12",0,34.75,5215,0.54,19525,19.69,71.6,52.5,"Unemployed","Mortgage","Debt_consolidation",1
"1955",27483,"Male","Grade 12",0,21.75,94057,1.53,113342,7.69,37.1,42,"Salaried","Rent","Other",1
"3360",40901,"Female","Diploma",1,21.75,247465,1.46,475311,23.02,77.66,53.2,"Salaried","Rent","Other",0
"813",17482,"Male","Diploma",0,21.75,2236533,1.91,6927900,8.43,38.14,37.8,"Self-employed","Mortgage","Debt_consolidation",1
"3676",43574,"Female","Grade 12",0,19.75,803435,2.15,2577199,19.71,69.9,52.6,"Self-employed","Mortgage","Vehicle",0
"2489",32450,"Female","Degree",1,21.25,1521009,0.72,3920835,4.8,22.87,35.7,"Self-employed","Mortgage","Vehicle",1
"7465",77126,"Male","Grade 12",1,19.25,787514,1.42,1898425,14.63,54.29,38.5,"Salaried","Own","Debt_consolidation",0
"9455",95079,"Male","No records",0,17.75,223760,1.49,750200,15.08,58.59,41.5,"Salaried","Mortgage","Vehicle",0
"7197",74862,"Female","Diploma",1,22.25,529550,1.52,1308686,10.53,46.97,32.5,"Contract","Rent","Vehicle",1
"1414",22765,"Female","Grade 12",1,19.75,2825277,2.11,3081506,18.11,64.64,43.5,"Self-employed","Mortgage","Vehicle",0
"4093",47098,"Male","Degree",0,24.25,898504,1.67,2475181,3.93,18.89,34,"Contract","Own","Debt_consolidation",0
"6782",71575,"Male","No records",3,21.25,450530,0.96,1561237,9.59,40.04,40.4,"Contract","Mortgage","Vehicle",1
"5864",63499,"Male","Grade 12",1,17.75,117414,1.68,428789,9.15,35.39,42.7,"Salaried","Mortgage","Vehicle",0
"3264",40036,"Male","Grade 12",2,17.75,103894,1.21,387943,13.84,51.67,43.1,"Salaried","Mortgage","Vehicle",0
"3287",40241,"Male","No records",1,35,4678,0.54,3468,19.45,71.59,41.8,"Unemployed","Rent","Debt_consolidation",0
"8803",89292,"Male","Grade 12",0,20.25,492973,1.33,689438,39.04,124.69,68,"Salaried","Rent","Vehicle",0
"346",13202,"Male","Grade 12",1,16.75,591989,1.24,2174861,24.33,83.43,47.1,"Salaried","Mortgage","Home_improvement",0
"5095",56207,"Female","Degree",1,21.75,399427,1.28,1364436,7.62,28.98,34.4,"Salaried","Rent","Other",0
"3565",42630,"Male","No records",1,19.75,2176321,1.83,2601195,23.69,79.04,51.5,"Self-employed","Mortgage","Vehicle",1
"5359",58669,"Male","Grade 12",0,19.25,328768,1.26,558242,29.5,97.45,56.5,"Salaried","Own","Debt_consolidation",0
"3156",39002,"Male","Degree",0,24.75,974714,2.14,2715370,30.41,103.92,60.7,"Contract","Mortgage","Debt_consolidation",1
"9297",93767,"Female","Postgrad",0,35,2174,0.58,4559,20.44,68.49,43.8,"Unemployed","Rent","Other",1
"8739",88763,"Male","No records",0,18.75,125532,1.8,195803,15.99,55.41,43.8,"Salaried","Rent","Vehicle",0
"4935",54814,"Female","Diploma",0,22.75,599293,1.69,1285058,24.72,89.22,58.5,"Contract","Own","Debt_consolidation",1
"4495",50717,"Male","Degree",0,34.75,3394,0.67,10253,17.24,66.54,39.6,"Unemployed","Mortgage","Debt_consolidation",1
"5841",63315,"Male","Diploma",1,21.25,311104,1.72,824550,39.03,127.9,64.6,"Self-employed","Mortgage","Vehicle",1
"972",18995,"Male","Grade 12",0,21.75,2151632,1.73,4794261,18.36,64.68,41,"Self-employed","Mortgage","Debt_consolidation",0
"2234",30215,"Male","Diploma",2,16.75,397608,1.26,178762,31.05,108.37,54.7,"Salaried","Own","Debt_consolidation",1
"4858",54260,"Female","Degree",0,21.75,273471,1.03,966468,18.41,68.53,50.7,"Salaried","Rent","Other",1
"9088",91772,"Female","Grade 12",0,19.25,448269,1.34,255342,7.05,32.45,30.1,"Salaried","Rent","Other",0
"4822",53933,"Female","Grade 12",3,21.25,1246585,2.04,382160,38.85,126.37,62.3,"Self-employed","Rent","Other",0
"8643",87920,"Female","Diploma",0,20.75,289554,2.02,142434,27.34,97.73,51.7,"Contract","Mortgage","Debt_consolidation",1
"948",18746,"Female","Diploma",1,21.75,285461,1.38,812625,11.34,49.78,38.4,"Salaried","Rent","Other",0
